Date : 2021-06-04 23:57:47
Directory : /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0
Total : 782 files,  61916 codes, 26769 comments, 12868 blanks, all 101553 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| Common/XGBoost/src/main/java/org                                                                                                                                                  |          5 |        663 |        388 |        123 |      1,174 |
| Common/XGBoost/src/main/java/org/tribuo                                                                                                                                           |          5 |        663 |        388 |        123 |      1,174 |
| Common/XGBoost/src/main/java/org/tribuo/common                                                                                                                                    |          5 |        663 |        388 |        123 |      1,174 |
| Common/XGBoost/src/main/java/org/tribuo/common/xgboost                                                                                                                            |          5 |        663 |        388 |        123 |      1,174 |
| Common/XGBoost/src/test                                                                                                                                                           |          1 |         62 |         18 |         11 |         91 |
| Common/XGBoost/src/test/java                                                                                                                                                      |          1 |         62 |         18 |         11 |         91 |
| Common/XGBoost/src/test/java/org                                                                                                                                                  |          1 |         62 |         18 |         11 |         91 |
| Common/XGBoost/src/test/java/org/tribuo                                                                                                                                           |          1 |         62 |         18 |         11 |         91 |
| Common/XGBoost/src/test/java/org/tribuo/common                                                                                                                                    |          1 |         62 |         18 |         11 |         91 |
| Common/XGBoost/src/test/java/org/tribuo/common/xgboost                                                                                                                            |          1 |         62 |         18 |         11 |         91 |
| Core                                                                                                                                                                              |        155 |     11,644 |      6,662 |      2,884 |     21,190 |
| Core/configs                                                                                                                                                                      |          1 |         43 |         19 |         12 |         74 |
| Core/src                                                                                                                                                                          |        153 |     11,536 |      6,628 |      2,869 |     21,033 |
| Core/src/main                                                                                                                                                                     |        126 |      8,962 |      5,983 |      2,226 |     17,171 |
| Core/src/main/java                                                                                                                                                                |        125 |      8,939 |      5,944 |      2,218 |     17,101 |
| Core/src/main/java-templates                                                                                                                                                      |          1 |         23 |         39 |          8 |         70 |
| Core/src/main/java-templates/org                                                                                                                                                  |          1 |         23 |         39 |          8 |         70 |
| Core/src/main/java-templates/org/tribuo                                                                                                                                           |          1 |         23 |         39 |          8 |         70 |
| Core/src/main/java/org                                                                                                                                                            |        125 |      8,939 |      5,944 |      2,218 |     17,101 |
| Core/src/main/java/org/tribuo                                                                                                                                                     |        125 |      8,939 |      5,944 |      2,218 |     17,101 |
| Core/src/main/java/org/tribuo/dataset                                                                                                                                             |          3 |        401 |        229 |         93 |        723 |
| Core/src/main/java/org/tribuo/datasource                                                                                                                                          |          4 |        450 |        118 |         91 |        659 |
| Core/src/main/java/org/tribuo/ensemble                                                                                                                                            |          6 |        288 |        149 |         79 |        516 |
| Core/src/main/java/org/tribuo/evaluation                                                                                                                                          |         16 |        706 |        784 |        194 |      1,684 |
| Core/src/main/java/org/tribuo/evaluation/metrics                                                                                                                                  |          5 |        119 |        178 |         43 |        340 |
| Core/src/main/java/org/tribuo/hash                                                                                                                                                |          8 |        454 |        252 |        124 |        830 |
| Core/src/main/java/org/tribuo/impl                                                                                                                                                |          5 |      1,186 |        378 |        176 |      1,740 |
| Core/src/main/java/org/tribuo/provenance                                                                                                                                          |         17 |        680 |        428 |        200 |      1,308 |
| Core/src/main/java/org/tribuo/provenance/impl                                                                                                                                     |          5 |        105 |        110 |         41 |        256 |
| Core/src/main/java/org/tribuo/sequence                                                                                                                                            |         14 |        977 |        769 |        252 |      1,998 |
| Core/src/main/java/org/tribuo/transform                                                                                                                                           |         14 |      1,144 |        617 |        303 |      2,064 |
| Core/src/main/java/org/tribuo/transform/transformations                                                                                                                           |          5 |        781 |        281 |        183 |      1,245 |
| Core/src/main/java/org/tribuo/util                                                                                                                                                |          6 |        913 |        491 |        208 |      1,612 |
| Core/src/test                                                                                                                                                                     |         27 |      2,574 |        645 |        643 |      3,862 |
| Core/src/test/java                                                                                                                                                                |         27 |      2,574 |        645 |        643 |      3,862 |
| Core/src/test/java/org                                                                                                                                                            |         27 |      2,574 |        645 |        643 |      3,862 |
| Core/src/test/java/org/tribuo                                                                                                                                                     |         27 |      2,574 |        645 |        643 |      3,862 |
| Core/src/test/java/org/tribuo/datasource                                                                                                                                          |          1 |         61 |         20 |         24 |        105 |
| Core/src/test/java/org/tribuo/evaluation                                                                                                                                          |          2 |        133 |         31 |         28 |        192 |
| Core/src/test/java/org/tribuo/sequence                                                                                                                                            |          1 |        194 |         17 |         28 |        239 |
| Core/src/test/java/org/tribuo/test                                                                                                                                                |         12 |        792 |        338 |        199 |      1,329 |
| Core/src/test/java/org/tribuo/transform                                                                                                                                           |          5 |        772 |         91 |        214 |      1,077 |
| Core/src/test/java/org/tribuo/util                                                                                                                                                |          1 |         47 |         18 |         19 |         84 |
| Data                                                                                                                                                                              |         76 |      4,681 |      2,450 |      1,178 |      8,309 |
| Data/src                                                                                                                                                                          |         75 |      4,614 |      2,435 |      1,176 |      8,225 |
| Data/src/main                                                                                                                                                                     |         67 |      3,994 |      2,249 |      1,028 |      7,271 |
| Data/src/main/java                                                                                                                                                                |         67 |      3,994 |      2,249 |      1,028 |      7,271 |
| Data/src/main/java/org                                                                                                                                                            |         67 |      3,994 |      2,249 |      1,028 |      7,271 |
| Data/src/main/java/org/tribuo                                                                                                                                                     |         67 |      3,994 |      2,249 |      1,028 |      7,271 |
| Data/src/main/java/org/tribuo/data                                                                                                                                                |         67 |      3,994 |      2,249 |      1,028 |      7,271 |
| Data/src/main/java/org/tribuo/data/columnar                                                                                                                                       |         29 |      1,294 |        943 |        397 |      2,634 |
| Data/src/main/java/org/tribuo/data/columnar/extractors                                                                                                                            |          8 |        270 |        187 |         91 |        548 |
| Data/src/main/java/org/tribuo/data/columnar/processors                                                                                                                            |         12 |        530 |        301 |        150 |        981 |
| Data/src/main/java/org/tribuo/data/columnar/processors/feature                                                                                                                    |          2 |         77 |         75 |         14 |        166 |
| Data/src/main/java/org/tribuo/data/columnar/processors/field                                                                                                                      |          5 |        246 |        122 |         70 |        438 |
| Data/src/main/java/org/tribuo/data/columnar/processors/response                                                                                                                   |          5 |        207 |        104 |         66 |        377 |
| Data/src/main/java/org/tribuo/data/csv                                                                                                                                            |          5 |        626 |        398 |        115 |      1,139 |
| Data/src/main/java/org/tribuo/data/sql                                                                                                                                            |          5 |        422 |        139 |         86 |        647 |
| Data/src/main/java/org/tribuo/data/text                                                                                                                                           |         22 |      1,082 |        635 |        322 |      2,039 |
| Data/src/main/java/org/tribuo/data/text/impl                                                                                                                                      |         11 |        642 |        282 |        189 |      1,113 |
| Data/src/test                                                                                                                                                                     |          8 |        620 |        186 |        148 |        954 |
| Data/src/test/java                                                                                                                                                                |          8 |        620 |        186 |        148 |        954 |
| Data/src/test/java/org                                                                                                                                                            |          8 |        620 |        186 |        148 |        954 |
| Data/src/test/java/org/tribuo                                                                                                                                                     |          8 |        620 |        186 |        148 |        954 |
| Data/src/test/java/org/tribuo/data                                                                                                                                                |          8 |        620 |        186 |        148 |        954 |
| Data/src/test/java/org/tribuo/data/columnar                                                                                                                                       |          2 |        150 |         43 |         43 |        236 |
| Data/src/test/java/org/tribuo/data/csv                                                                                                                                            |          4 |        374 |        106 |         65 |        545 |
| Data/src/test/java/org/tribuo/data/text                                                                                                                                           |          2 |         96 |         37 |         40 |        173 |
| Data/src/test/java/org/tribuo/data/text/impl                                                                                                                                      |          1 |         23 |         15 |          9 |         47 |
| Interop                                                                                                                                                                           |         40 |      3,524 |      1,520 |        679 |      5,723 |
| Interop/Core                                                                                                                                                                      |          5 |        288 |        170 |         62 |        520 |
| Interop/Core/src                                                                                                                                                                  |          4 |        228 |        155 |         57 |        440 |
| Interop/Core/src/main                                                                                                                                                             |          4 |        228 |        155 |         57 |        440 |
| Interop/Core/src/main/java                                                                                                                                                        |          4 |        228 |        155 |         57 |        440 |
| Interop/Core/src/main/java/org                                                                                                                                                    |          4 |        228 |        155 |         57 |        440 |
| Interop/Core/src/main/java/org/tribuo                                                                                                                                             |          4 |        228 |        155 |         57 |        440 |
| Interop/Core/src/main/java/org/tribuo/interop                                                                                                                                     |          4 |        228 |        155 |         57 |        440 |
| Interop/ONNX                                                                                                                                                                      |         11 |        841 |        362 |        157 |      1,360 |
| Interop/ONNX/src                                                                                                                                                                  |         10 |        748 |        346 |        151 |      1,245 |
| Interop/ONNX/src/main                                                                                                                                                             |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/main/java                                                                                                                                                        |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/main/java/org                                                                                                                                                    |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/main/java/org/tribuo                                                                                                                                             |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/main/java/org/tribuo/interop                                                                                                                                     |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/main/java/org/tribuo/interop/onnx                                                                                                                                |          8 |        642 |        299 |        120 |      1,061 |
| Interop/ONNX/src/test                                                                                                                                                             |          2 |        106 |         47 |         31 |        184 |
| Interop/ONNX/src/test/java                                                                                                                                                        |          1 |         77 |         31 |         17 |        125 |
| Interop/ONNX/src/test/java/org                                                                                                                                                    |          1 |         77 |         31 |         17 |        125 |
| Interop/ONNX/src/test/java/org/tribuo                                                                                                                                             |          1 |         77 |         31 |         17 |        125 |
| Interop/ONNX/src/test/java/org/tribuo/interop                                                                                                                                     |          1 |         77 |         31 |         17 |        125 |
| Interop/ONNX/src/test/java/org/tribuo/interop/onnx                                                                                                                                |          1 |         77 |         31 |         17 |        125 |
| Interop/ONNX/src/test/resources                                                                                                                                                   |          1 |         29 |         16 |         14 |         59 |
| Interop/Tensorflow                                                                                                                                                                |         23 |      2,306 |        973 |        456 |      3,735 |
| Interop/Tensorflow/configs                                                                                                                                                        |          1 |         26 |         19 |          8 |         53 |
| Interop/Tensorflow/python                                                                                                                                                         |          1 |         62 |         50 |         21 |        133 |
| Interop/Tensorflow/src                                                                                                                                                            |         20 |      2,125 |        889 |        421 |      3,435 |
| Interop/Tensorflow/src/main                                                                                                                                                       |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java                                                                                                                                                  |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java/org                                                                                                                                              |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java/org/tribuo                                                                                                                                       |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java/org/tribuo/interop                                                                                                                               |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow                                                                                                                    |         19 |      2,022 |        868 |        405 |      3,295 |
| Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence                                                                                                           |          5 |        369 |        173 |         73 |        615 |
| Interop/Tensorflow/src/test                                                                                                                                                       |          1 |        103 |         21 |         16 |        140 |
| Interop/Tensorflow/src/test/java                                                                                                                                                  |          1 |        103 |         21 |         16 |        140 |
| Interop/Tensorflow/src/test/java/org                                                                                                                                              |          1 |        103 |         21 |         16 |        140 |
| Interop/Tensorflow/src/test/java/org/tribuo                                                                                                                                       |          1 |        103 |         21 |         16 |        140 |
| Interop/Tensorflow/src/test/java/org/tribuo/interop                                                                                                                               |          1 |        103 |         21 |         16 |        140 |
| Interop/Tensorflow/src/test/java/org/tribuo/interop/tensorflow                                                                                                                    |          1 |        103 |         21 |         16 |        140 |
| Json                                                                                                                                                                              |          5 |        522 |        184 |         77 |        783 |
| Json/src                                                                                                                                                                          |          4 |        454 |        169 |         73 |        696 |
| Json/src/main                                                                                                                                                                     |          4 |        454 |        169 |         73 |        696 |
| Json/src/main/java                                                                                                                                                                |          4 |        454 |        169 |         73 |        696 |
| Json/src/main/java/org                                                                                                                                                            |          4 |        454 |        169 |         73 |        696 |
| Json/src/main/java/org/tribuo                                                                                                                                                     |          4 |        454 |        169 |         73 |        696 |
| Json/src/main/java/org/tribuo/json                                                                                                                                                |          4 |        454 |        169 |         73 |        696 |
| Math                                                                                                                                                                              |         50 |      6,332 |      1,978 |      1,328 |      9,638 |
| Math/src                                                                                                                                                                          |         49 |      6,276 |      1,963 |      1,324 |      9,563 |
| Math/src/main                                                                                                                                                                     |         44 |      4,215 |      1,790 |        882 |      6,887 |
| Math/src/main/java                                                                                                                                                                |         44 |      4,215 |      1,790 |        882 |      6,887 |
| Math/src/main/java/org                                                                                                                                                            |         44 |      4,215 |      1,790 |        882 |      6,887 |
| Math/src/main/java/org/tribuo                                                                                                                                                     |         44 |      4,215 |      1,790 |        882 |      6,887 |
| Math/src/main/java/org/tribuo/math                                                                                                                                                |         44 |      4,215 |      1,790 |        882 |      6,887 |
| Math/src/main/java/org/tribuo/math/kernel                                                                                                                                         |          6 |        117 |        143 |         49 |        309 |
| Math/src/main/java/org/tribuo/math/la                                                                                                                                             |         12 |      2,426 |        756 |        422 |      3,604 |
| Math/src/main/java/org/tribuo/math/optimisers                                                                                                                                     |         14 |      1,338 |        516 |        300 |      2,154 |
| Math/src/main/java/org/tribuo/math/optimisers/util                                                                                                                                |          4 |        323 |         77 |         62 |        462 |
| Math/src/main/java/org/tribuo/math/util                                                                                                                                           |          8 |        248 |        199 |         74 |        521 |
| Math/src/test                                                                                                                                                                     |          5 |      2,061 |        173 |        442 |      2,676 |
| Math/src/test/java                                                                                                                                                                |          5 |      2,061 |        173 |        442 |      2,676 |
| Math/src/test/java/org                                                                                                                                                            |          5 |      2,061 |        173 |        442 |      2,676 |
| Math/src/test/java/org/tribuo                                                                                                                                                     |          5 |      2,061 |        173 |        442 |      2,676 |
| Math/src/test/java/org/tribuo/math                                                                                                                                                |          5 |      2,061 |        173 |        442 |      2,676 |
| Math/src/test/java/org/tribuo/math/la                                                                                                                                             |          4 |      1,939 |        155 |        385 |      2,479 |
| Math/src/test/java/org/tribuo/math/util                                                                                                                                           |          1 |        122 |         18 |         57 |        197 |
| MultiLabel                                                                                                                                                                        |         28 |      1,959 |        823 |        436 |      3,218 |
| MultiLabel/Core                                                                                                                                                                   |         27 |      1,872 |        808 |        432 |      3,112 |
| MultiLabel/Core/src                                                                                                                                                               |         26 |      1,808 |        793 |        428 |      3,029 |
| MultiLabel/Core/src/main                                                                                                                                                          |         19 |      1,365 |        680 |        309 |      2,354 |
| MultiLabel/Core/src/main/java                                                                                                                                                     |         19 |      1,365 |        680 |        309 |      2,354 |
| MultiLabel/Core/src/main/java/org                                                                                                                                                 |         19 |      1,365 |        680 |        309 |      2,354 |
| MultiLabel/Core/src/main/java/org/tribuo                                                                                                                                          |         19 |      1,365 |        680 |        309 |      2,354 |
| MultiLabel/Core/src/main/java/org/tribuo/multilabel                                                                                                                               |         19 |      1,365 |        680 |        309 |      2,354 |
| MultiLabel/Core/src/main/java/org/tribuo/multilabel/baseline                                                                                                                      |          4 |        207 |        109 |         45 |        361 |
| MultiLabel/Core/src/main/java/org/tribuo/multilabel/evaluation                                                                                                                    |          7 |        507 |        233 |        113 |        853 |
| MultiLabel/Core/src/main/java/org/tribuo/multilabel/example                                                                                                                       |          2 |         87 |         47 |         26 |        160 |
| MultiLabel/Core/src/test                                                                                                                                                          |          7 |        443 |        113 |        119 |        675 |
| MultiLabel/Core/src/test/java                                                                                                                                                     |          7 |        443 |        113 |        119 |        675 |
| MultiLabel/Core/src/test/java/org                                                                                                                                                 |          7 |        443 |        113 |        119 |        675 |
| MultiLabel/Core/src/test/java/org/tribuo                                                                                                                                          |          7 |        443 |        113 |        119 |        675 |
| MultiLabel/Core/src/test/java/org/tribuo/multilabel                                                                                                                               |          7 |        443 |        113 |        119 |        675 |
| MultiLabel/Core/src/test/java/org/tribuo/multilabel/evaluation                                                                                                                    |          2 |        240 |         33 |         57 |        330 |
| Regression                                                                                                                                                                        |         98 |      7,311 |      3,090 |      1,505 |     11,906 |
| Regression/Core                                                                                                                                                                   |         30 |      2,300 |      1,126 |        512 |      3,938 |
| Regression/Core/src                                                                                                                                                               |         29 |      2,247 |      1,111 |        508 |      3,866 |
| Regression/Core/src/main                                                                                                                                                          |         26 |      2,121 |      1,053 |        475 |      3,649 |
| Regression/Core/src/main/java                                                                                                                                                     |         26 |      2,121 |      1,053 |        475 |      3,649 |
| Regression/Core/src/main/java/org                                                                                                                                                 |         26 |      2,121 |      1,053 |        475 |      3,649 |
| Regression/Core/src/main/java/org/tribuo                                                                                                                                          |         26 |      2,121 |      1,053 |        475 |      3,649 |
| Regression/Core/src/main/java/org/tribuo/regression                                                                                                                               |         26 |      2,121 |      1,053 |        475 |      3,649 |
| Regression/Core/src/main/java/org/tribuo/regression/baseline                                                                                                                      |          3 |        295 |         81 |         49 |        425 |
| Regression/Core/src/main/java/org/tribuo/regression/ensemble                                                                                                                      |          2 |         90 |         38 |         12 |        140 |
| Regression/Core/src/main/java/org/tribuo/regression/evaluation                                                                                                                    |          7 |        388 |        282 |        106 |        776 |
| Regression/Core/src/main/java/org/tribuo/regression/example                                                                                                                       |          3 |        336 |        136 |         76 |        548 |
| Regression/Core/src/main/java/org/tribuo/regression/impl                                                                                                                          |          5 |        227 |        205 |         63 |        495 |
| Regression/Core/src/test                                                                                                                                                          |          3 |        126 |         58 |         33 |        217 |
| Regression/Core/src/test/java                                                                                                                                                     |          3 |        126 |         58 |         33 |        217 |
| Regression/Core/src/test/java/org                                                                                                                                                 |          3 |        126 |         58 |         33 |        217 |
| Regression/Core/src/test/java/org/tribuo                                                                                                                                          |          3 |        126 |         58 |         33 |        217 |
| Regression/Core/src/test/java/org/tribuo/regression                                                                                                                               |          3 |        126 |         58 |         33 |        217 |
| Regression/Core/src/test/java/org/tribuo/regression/evaluation                                                                                                                    |          1 |         48 |         24 |         13 |         85 |
| Regression/LibLinear                                                                                                                                                              |          8 |        468 |        225 |        102 |        795 |
| Regression/LibLinear/configs                                                                                                                                                      |          1 |         14 |         19 |          6 |         39 |
| Regression/LibLinear/src                                                                                                                                                          |          6 |        381 |        191 |         94 |        666 |
| Regression/LibLinear/src/main                                                                                                                                                     |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/main/java                                                                                                                                                |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/main/java/org                                                                                                                                            |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/main/java/org/tribuo                                                                                                                                     |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/main/java/org/tribuo/regression                                                                                                                          |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/main/java/org/tribuo/regression/liblinear                                                                                                                |          5 |        301 |        176 |         77 |        554 |
| Regression/LibLinear/src/test                                                                                                                                                     |          1 |         80 |         15 |         17 |        112 |
| Regression/LibLinear/src/test/java                                                                                                                                                |          1 |         80 |         15 |         17 |        112 |
| Regression/LibLinear/src/test/java/org                                                                                                                                            |          1 |         80 |         15 |         17 |        112 |
