	QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI
128	<Package>org.tribuo.classification.explanations.lime	org.tribuo.classification.explanations.lime	low	low-medium	low-medium	low						66.0	751.0											
129	org.tribuo.classification.explanations.lime.LIMEBase	LIMEBase	low-medium	medium-high	low-medium	low-medium	18.0	14.0	11.0	0.0	2.0	24.0	153.0	84.0	6.0	4.0	2.0	5.0	0.0	1.6	0.607	1.0	1.0	0.0
130	org.tribuo.classification.explanations.lime.LIMEColumnar	LIMEColumnar	low	low	low-medium	low	4.0	0.0	0.0	1.0	0.0	0.0	207.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	org.tribuo.classification.explanations.lime.LIMEColumnarTest	LIMEColumnarTest	low-medium	high	low-medium	low	22.0	9.0	6.0	0.0	0.0	35.0	174.0	172.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.667	0.0	0.0
132	org.tribuo.classification.explanations.lime.LIMEExplanation	LIMEExplanation	low	low	low	low	3.0	4.0	0.0	0.0	0.0	4.0	25.0	12.0	3.0	1.0	4.0	0.0	0.0	0.833	0.562	0.5	0.0	0.0
133	org.tribuo.classification.explanations.lime.LIMEText	LIMEText	low	low	low	low	2.0	0.0	0.0	1.0	0.0	0.0	50.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	org.tribuo.classification.explanations.lime.LIMETextCLI	LIMETextCLI	low	low-medium	low-medium	low	9.0	4.0	1.0	0.0	0.0	3.0	111.0	11.0	8.0	0.0	3.0	0.0	0.0	1.75	0.0	0.667	0.0	0.0
135	org.tribuo.classification.explanations.lime.MNISTDemo	MNISTDemo	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	<Package>org.tribuo.classification.liblinear	org.tribuo.classification.liblinear	low	low-medium	low-medium	low						62.0	425.0											
137	org.tribuo.classification.liblinear.LibLinearClassificationModel	LibLinearClassificationModel	low-medium	medium-high	low-medium	low	10.0	11.0	9.0	2.0	0.0	17.0	133.0	65.0	0.0	1.0	3.0	0.0	0.0	0.0	0.333	0.0	3.0	0.0
138	org.tribuo.classification.liblinear.LibLinearClassificationTrainer	LibLinearClassificationTrainer	low	low-medium	low-medium	low-medium	10.0	20.0	12.0	1.0	0.0	11.0	66.0	43.0	0.0	0.0	6.0	0.0	0.0	0.0	0.643	0.0	1.0	0.0
139	org.tribuo.classification.liblinear.LibLinearOptions	LibLinearOptions	low	low	low	low	3.0	1.0	0.0	0.0	0.0	1.0	15.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140	org.tribuo.classification.liblinear.LinearClassificationType	LinearClassificationType	low	low	low	low	2.0	8.0	1.0	0.0	0.0	7.0	36.0	18.0	1.0	1.0	7.0	0.0	0.0	1.0	0.429	0.933	1.0	0.0
141	org.tribuo.classification.liblinear.TestLibLinearModel	TestLibLinearModel	low-medium	medium-high	low-medium	medium-high	18.0	45.0	23.0	0.0	0.0	23.0	157.0	113.0	0.0	1.0	14.0	2.0	0.0	0.0	0.712	0.978	1.0	0.0
142	org.tribuo.classification.liblinear.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	<Package>org.tribuo.classification.libsvm	org.tribuo.classification.libsvm	low	low-medium	low-medium	low						55.0	351.0											
144	org.tribuo.classification.libsvm.LibSVMClassificationModel	LibSVMClassificationModel	low-medium	low-medium	low-medium	low	7.0	6.0	4.0	2.0	0.0	11.0	58.0	37.0	0.0	1.0	2.0	0.0	0.0	0.0	0.25	0.0	2.0	0.0
145	org.tribuo.classification.libsvm.LibSVMClassificationTrainer	LibSVMClassificationTrainer	low	low-medium	low-medium	low	9.0	16.0	9.0	1.0	0.0	10.0	63.0	39.0	0.0	0.0	5.0	0.0	0.0	0.0	0.6	0.0	1.0	0.0
146	org.tribuo.classification.libsvm.LibSVMOptions	LibSVMOptions	low	low	low	low	5.0	4.0	3.0	0.0	0.0	1.0	21.0	7.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	org.tribuo.classification.libsvm.SVMClassificationType	SVMClassificationType	low	low	low	low	1.0	8.0	0.0	0.0	0.0	8.0	31.0	21.0	1.0	1.0	8.0	0.0	0.0	0.75	0.437	0.857	0.0	0.0
148	org.tribuo.classification.libsvm.TestLibSVM	TestLibSVM	low-medium	medium-high	low-medium	medium-high	19.0	44.0	23.0	0.0	0.0	23.0	157.0	112.0	0.0	1.0	13.0	2.0	0.0	0.0	0.762	0.972	1.0	0.0
149	org.tribuo.classification.libsvm.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	<Package>org.tribuo.classification.mnb	org.tribuo.classification.mnb	low	low	low-medium	low						21.0	188.0											
151	org.tribuo.classification.mnb.MultinomialNaiveBayesModel	MultinomialNaiveBayesModel	low	low-medium	low-medium	low	9.0	25.0	14.0	1.0	0.0	8.0	68.0	32.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	org.tribuo.classification.mnb.MultinomialNaiveBayesOptions	MultinomialNaiveBayesOptions	low	low	low	low	1.0	1.0	0.0	0.0	0.0	1.0	6.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	org.tribuo.classification.mnb.MultinomialNaiveBayesTrainer	MultinomialNaiveBayesTrainer	low	low	low	low	2.0	4.0	0.0	0.0	0.0	5.0	47.0	12.0	2.0	0.0	4.0	0.0	0.0	1.0	0.375	1.0	0.0	0.0
154	org.tribuo.classification.mnb.TestMNB	TestMNB	low	medium-high	low	low	11.0	30.0	14.0	0.0	0.0	7.0	50.0	48.0	0.0	1.0	6.0	1.0	0.0	0.0	0.429	0.952	1.0	0.0
155	org.tribuo.classification.mnb.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	<Package>org.tribuo.classification.sequence	org.tribuo.classification.sequence	low	low	low-medium	low						32.0	267.0											
157	org.tribuo.classification.sequence.ConfidencePredictingSequenceModel	ConfidencePredictingSequenceModel	low	low	low	low	0.0	0.0	0.0	1.0	1.0	0.0	27.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	org.tribuo.classification.sequence.LabelSequenceEvaluation	LabelSequenceEvaluation	low-medium	low-medium	low-medium	low-medium	8.0	35.0	6.0	0.0	0.0	30.0	123.0	64.0	3.0	0.0	30.0	0.0	0.0	1.0	0.7	0.997	0.0	0.0
159	org.tribuo.classification.sequence.LabelSequenceEvaluator	LabelSequenceEvaluator	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	org.tribuo.classification.sequence.SeqTrainTest	SeqTrainTest	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	<Package>org.tribuo.classification.sequence.example	org.tribuo.classification.sequence.example	low	low	low	low						8.0	94.0											
162	org.tribuo.classification.sequence.example.SequenceDataGenerator	SequenceDataGenerator	low	low-medium	low-medium	low	8.0	8.0	3.0	0.0	0.0	8.0	94.0	92.0	0.0	1.0	1.0	6.0	0.0	0.0	0.429	1.0	0.0	0.0
163	<Package>org.tribuo.classification.sequence.viterbi	org.tribuo.classification.sequence.viterbi	low	low-medium	medium-high	low						19.0	286.0											
164	org.tribuo.classification.sequence.viterbi.DefaultFeatureExtractor	DefaultFeatureExtractor	low	low	low-medium	low	1.0	3.0	0.0	0.0	0.0	3.0	54.0	11.0	5.0	1.0	3.0	0.0	0.0	0.0	0.444	1.0	0.0	0.0
165	org.tribuo.classification.sequence.viterbi.DefaultOutcomeFeatureExtractorTest	DefaultOutcomeFeatureExtractorTest	low	low	low	low	3.0	1.0	0.0	0.0	0.0	1.0	26.0	25.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	org.tribuo.classification.sequence.viterbi.LabelFeatureExtractor	LabelFeatureExtractor	low	low	low	low	0.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	org.tribuo.classification.sequence.viterbi.NoopFeatureExtractor	NoopFeatureExtractor	low	low	low	low	1.0	1.0	0.0	0.0	0.0	1.0	11.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	org.tribuo.classification.sequence.viterbi.ViterbiModel	ViterbiModel	low	low	low-medium	low	2.0	2.0	0.0	1.0	0.0	2.0	104.0	4.0	4.0	1.0	2.0	0.0	0.0	1.6	0.0	1.0	0.0	0.0
169	org.tribuo.classification.sequence.viterbi.ViterbiModelTest	ViterbiModelTest	low	low	low	low	1.0	1.0	0.0	0.0	0.0	1.0	14.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	org.tribuo.classification.sequence.viterbi.ViterbiTrainer	ViterbiTrainer	low	low	low-medium	low	5.0	5.0	0.0	0.0	0.0	5.0	60.0	16.0	5.0	0.0	5.0	0.0	0.0	1.0	0.52	1.0	0.0	0.0
171	org.tribuo.classification.sequence.viterbi.ViterbiTrainerOptions	ViterbiTrainerOptions	low	low-medium	low	low	6.0	1.0	0.0	0.0	0.0	2.0	15.0	5.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	<Package>org.tribuo.classification.sgd	org.tribuo.classification.sgd	low	low	low-medium	low						6.0	127.0											
173	org.tribuo.classification.sgd.LabelObjective	LabelObjective	low	low	low	low	3.0	3.0	0.0	1.0	2.0	4.0	8.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.444	0.0	0.0	0.0
174	org.tribuo.classification.sgd.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	org.tribuo.classification.sgd.Util	Util	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	<Package>org.tribuo.classification.sgd.crf	org.tribuo.classification.sgd.crf	low	low-medium	medium-high	low						115.0	749.0											
177	org.tribuo.classification.sgd.crf.CRFModel	CRFModel	low-medium	low-medium	low-medium	low	9.0	18.0	10.0	2.0	0.0	22.0	169.0	70.0	2.0	1.0	2.0	4.0	0.0	1.333	0.5	1.0	2.0	0.0
178	org.tribuo.classification.sgd.crf.CRFOptions	CRFOptions	low	low	low	low	2.0	5.0	1.0	0.0	0.0	1.0	12.0	2.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	org.tribuo.classification.sgd.crf.CRFParameters	CRFParameters	low-medium	medium-high	low-medium	low	12.0	44.0	19.0	0.0	0.0	31.0	155.0	134.0	6.0	2.0	14.0	0.0	0.0	0.773	0.5	0.628	0.0	0.0
180	org.tribuo.classification.sgd.crf.CRFTrainer	CRFTrainer	low	low	low-medium	low	3.0	8.0	1.0	0.0	0.0	8.0	110.0	23.0	7.0	0.0	8.0	0.0	0.0	0.952	0.55	0.952	0.0	0.0
181	org.tribuo.classification.sgd.crf.CRFTrainerTest	CRFTrainerTest	low	low-medium	low	low	5.0	12.0	3.0	0.0	0.0	5.0	34.0	31.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
182	org.tribuo.classification.sgd.crf.ChainHelper	ChainHelper	low-medium	low	low-medium	low	2.0	18.0	13.0	0.0	0.0	43.0	154.0	129.0	0.0	0.0	1.0	5.0	0.0	0.0	0.6	0.0	0.0	0.0
183	org.tribuo.classification.sgd.crf.Chunk	Chunk	low	low	low	low	0.0	2.0	0.0	0.0	0.0	2.0	8.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	org.tribuo.classification.sgd.crf.SeqTest	SeqTest	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	<Package>org.tribuo.classification.sgd.kernel	org.tribuo.classification.sgd.kernel	low	low	low-medium	low						25.0	264.0											
186	org.tribuo.classification.sgd.kernel.KernelSVMModel	KernelSVMModel	low	low-medium	low	low	8.0	17.0	9.0	1.0	0.0	6.0	47.0	23.0	3.0	1.0	2.0	0.0	0.0	1.0	0.25	0.0	1.0	0.0
187	org.tribuo.classification.sgd.kernel.KernelSVMOptions	KernelSVMOptions	low	low-medium	low	low	6.0	1.0	0.0	0.0	0.0	5.0	49.0	26.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	org.tribuo.classification.sgd.kernel.KernelSVMTrainer	KernelSVMTrainer	low	low	low-medium	low-medium	3.0	7.0	1.0	0.0	0.0	7.0	109.0	21.0	7.0	0.0	7.0	0.0	0.0	0.952	0.619	0.933	0.0	0.0
189	org.tribuo.classification.sgd.kernel.TestSGDKernel	TestSGDKernel	low	low-medium	low	low	6.0	28.0	8.0	0.0	0.0	7.0	44.0	42.0	0.0	1.0	5.0	2.0	0.0	0.0	0.429	1.0	0.0	0.0
190	org.tribuo.classification.sgd.kernel.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	<Package>org.tribuo.classification.sgd.linear	org.tribuo.classification.sgd.linear	low	low	low-medium	low						22.0	172.0											
192	org.tribuo.classification.sgd.linear.LinearSGDModel	LinearSGDModel	low-medium	low-medium	low	low	9.0	15.0	5.0	3.0	0.0	3.0	39.0	17.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
193	org.tribuo.classification.sgd.linear.LinearSGDOptions	LinearSGDOptions	low	low	low	low	5.0	6.0	2.0	0.0	0.0	4.0	26.0	12.0	6.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
194	org.tribuo.classification.sgd.linear.LinearSGDTrainer	LinearSGDTrainer	low-medium	low	low	low	3.0	5.0	0.0	2.0	1.0	5.0	28.0	12.0	1.0	0.0	5.0	0.0	0.0	0.0	0.32	1.0	0.0	0.0
195	org.tribuo.classification.sgd.linear.LogisticRegressionTrainer	LogisticRegressionTrainer	low-medium	low	low	low	3.0	1.0	0.0	3.0	0.0	1.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
196	org.tribuo.classification.sgd.linear.TestSGDLinear	TestSGDLinear	low	medium-high	low-medium	low	14.0	35.0	15.0	0.0	0.0	9.0	75.0	55.0	0.0	1.0	6.0	2.0	0.0	0.0	0.437	1.0	1.0	0.0
197	<Package>org.tribuo.classification.sgd.objectives	org.tribuo.classification.sgd.objectives	low	low	low	low						11.0	71.0											
198	org.tribuo.classification.sgd.objectives.Hinge	Hinge	low	low	low	low-medium	5.0	6.0	0.0	0.0	0.0	6.0	45.0	17.0	1.0	0.0	6.0	0.0	0.0	0.0	0.625	1.0	0.0	0.0
199	org.tribuo.classification.sgd.objectives.LogMulticlass	LogMulticlass	low	low	low	low	5.0	5.0	0.0	0.0	0.0	5.0	26.0	14.0	1.0	0.0	5.0	0.0	0.0	0.0	0.533	1.0	0.0	0.0
200	<Package>org.tribuo.classification.xgboost	org.tribuo.classification.xgboost	low	low-medium	low-medium	low						38.0	318.0											
201	org.tribuo.classification.xgboost.TestXGBoost	TestXGBoost	low	medium-high	low-medium	medium-high	16.0	40.0	19.0	0.0	0.0	19.0	134.0	101.0	0.0	5.0	12.0	1.0	0.0	0.84	0.744	0.722	1.0	0.0
202	org.tribuo.classification.xgboost.TestXGBoostExternalModel	TestXGBoostExternalModel	low	medium-high	low	low	11.0	8.0	6.0	0.0	0.0	6.0	41.0	40.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
203	org.tribuo.classification.xgboost.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204	org.tribuo.classification.xgboost.XGBoostClassificationConverter	XGBoostClassificationConverter	low	low	low	low	0.0	2.0	0.0	0.0	0.0	2.0	41.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	org.tribuo.classification.xgboost.XGBoostClassificationTrainer	XGBoostClassificationTrainer	low	low-medium	low	low-medium	6.0	8.0	2.0	1.0	0.0	8.0	47.0	20.0	0.0	0.0	7.0	0.0	0.0	0.0	0.643	0.0	0.0	0.0
206	org.tribuo.classification.xgboost.XGBoostOptions	XGBoostOptions	low	low	low	low	4.0	1.0	0.0	0.0	0.0	3.0	40.0	8.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	<Package>org.tribuo.clustering	org.tribuo.clustering	low	low	low-medium	low						42.0	216.0											
208	org.tribuo.clustering.ClusterID	ClusterID	low	low	low	low-medium	0.0	7.0	0.0	0.0	0.0	11.0	43.0	20.0	2.0	2.0	7.0	0.0	0.0	0.75	0.607	0.381	0.0	0.0
209	org.tribuo.clustering.ClusteringFactory	ClusteringFactory	low	low-medium	low	low	6.0	7.0	0.0	0.0	0.0	7.0	50.0	19.0	0.0	4.0	7.0	0.0	0.0	1.125	0.429	1.0	0.0	0.0
210	org.tribuo.clustering.ClusteringInfo	ClusteringInfo	low	low	low-medium	low	4.0	7.0	0.0	0.0	2.0	7.0	55.0	18.0	1.0	1.0	7.0	0.0	0.0	0.0	0.429	1.0	0.0	0.0
211	org.tribuo.clustering.ImmutableClusteringInfo	ImmutableClusteringInfo	low	low	low	low	1.0	6.0	1.0	1.0	0.0	7.0	48.0	21.0	0.0	1.0	5.0	0.0	1.0	0.0	0.6	0.0	1.0	0.2
212	org.tribuo.clustering.MutableClusteringInfo	MutableClusteringInfo	low	low	low	low	3.0	7.0	2.0	1.0	0.0	6.0	20.0	18.0	0.0	1.0	5.0	0.0	0.0	0.0	0.533	0.0	1.0	0.0
213	<Package>org.tribuo.clustering.evaluation	org.tribuo.clustering.evaluation	low	low	low-medium	low						12.0	147.0											
214	org.tribuo.clustering.evaluation.ClusteringEvaluation	ClusteringEvaluation	low	low	low	low	0.0	2.0	0.0	1.0	1.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	org.tribuo.clustering.evaluation.ClusteringEvaluationImpl	ClusteringEvaluationImpl	low	low-medium	low	low	7.0	8.0	4.0	0.0	0.0	4.0	32.0	13.0	2.0	0.0	4.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0
216	org.tribuo.clustering.evaluation.ClusteringEvaluator	ClusteringEvaluator	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
217	org.tribuo.clustering.evaluation.ClusteringMetric	ClusteringMetric	low	low	low	low	1.0	2.0	0.0	0.0	0.0	2.0	46.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
218	org.tribuo.clustering.evaluation.ClusteringMetrics	ClusteringMetrics	low	low	low	low	3.0	3.0	0.0	0.0	0.0	4.0	50.0	14.0	0.0	2.0	1.0	2.0	0.0	0.0	0.333	1.0	0.0	0.0
219	<Package>org.tribuo.clustering.example	org.tribuo.clustering.example	low	low	low	low						9.0	129.0											
220	org.tribuo.clustering.example.ClusteringDataGenerator	ClusteringDataGenerator	low	medium-high	low-medium	low	12.0	18.0	5.0	0.0	0.0	9.0	129.0	127.0	0.0	1.0	0.0	7.0	0.0	0.0	0.524	0.857	0.0	0.0
221	<Package>org.tribuo.clustering.kmeans	org.tribuo.clustering.kmeans	low	low	low-medium	low						41.0	411.0											
222	org.tribuo.clustering.kmeans.KMeansModel	KMeansModel	low	low-medium	low-medium	low	6.0	19.0	7.0	1.0	0.0	9.0	59.0	30.0	2.0	1.0	2.0	0.0	0.0	1.0	0.25	0.0	0.0	0.0
223	org.tribuo.clustering.kmeans.KMeansOptions	KMeansOptions	low	low	low	low	3.0	1.0	0.0	0.0	0.0	1.0	17.0	3.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	org.tribuo.clustering.kmeans.KMeansTrainer	KMeansTrainer	low	low-medium	low-medium	medium-high	7.0	19.0	5.0	0.0	0.0	12.0	211.0	43.0	7.0	0.0	7.0	2.0	0.0	0.929	0.728	0.933	0.0	0.0
225	org.tribuo.clustering.kmeans.TestKMeans	TestKMeans	low	low-medium	low-medium	low	8.0	43.0	15.0	0.0	0.0	18.0	82.0	77.0	0.0	2.0	14.0	4.0	0.0	0.556	0.537	0.869	0.0	0.0
226	org.tribuo.clustering.kmeans.TrainTest	TrainTest	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
227	<Package>org.tribuo.common.liblinear	org.tribuo.common.liblinear	low	low	low	low						17.0	132.0											
228	org.tribuo.common.liblinear.LibLinearModel<T>	LibLinearModel	low	low	low	low	3.0	3.0	0.0	1.0	3.0	4.0	35.0	11.0	0.0	1.0	2.0	1.0	1.0	0.0	0.5	0.0	0.0	0.5
229	org.tribuo.common.liblinear.LibLinearTrainer<T>	LibLinearTrainer	low	low-medium	low-medium	low-medium	10.0	11.0	3.0	0.0	3.0	9.0	92.0	26.0	7.0	0.0	9.0	0.0	0.0	0.714	0.683	1.0	0.0	0.0
230	org.tribuo.common.liblinear.LibLinearType<T>	LibLinearType	low	low	low	low	1.0	4.0	0.0	1.0	3.0	4.0	5.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	<Package>org.tribuo.common.libsvm	org.tribuo.common.libsvm	low	low	low-medium	low						57.0	308.0											
232	org.tribuo.common.libsvm.KernelType	KernelType	low	low	low	low	0.0	3.0	0.0	0.0	0.0	7.0	22.0	16.0	1.0	4.0	2.0	1.0	0.0	0.9	0.167	1.0	0.0	0.0
233	org.tribuo.common.libsvm.LibSVMModel<T>	LibSVMModel	low	low	low	low	3.0	2.0	1.0	1.0	3.0	15.0	50.0	29.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
234	org.tribuo.common.libsvm.LibSVMTrainer<T>	LibSVMTrainer	low	medium-high	low-medium	low-medium	11.0	15.0	7.0	0.0	3.0	10.0	119.0	42.0	14.0	0.0	8.0	0.0	0.0	0.667	0.65	1.0	2.0	0.0
235	org.tribuo.common.libsvm.SVMParameters<T>	SVMParameters	low	low	low-medium	medium-high	3.0	18.0	4.0	0.0	0.0	20.0	111.0	66.0	3.0	1.0	13.0	1.0	0.0	0.729	0.714	0.352	1.0	0.0
236	org.tribuo.common.libsvm.SVMType<T>	SVMType	low	low	low	low	0.0	5.0	0.0	1.0	3.0	5.0	6.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	<Package>org.tribuo.common.nearest	org.tribuo.common.nearest	low	low	low-medium	low						19.0	359.0											
238	org.tribuo.common.nearest.KNNClassifierOptions	KNNClassifierOptions	low	low-medium	low	low	6.0	2.0	1.0	0.0	0.0	4.0	26.0	11.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
239	org.tribuo.common.nearest.KNNModel<T>	KNNModel	low	low-medium	low-medium	low	6.0	5.0	1.0	1.0	0.0	6.0	283.0	28.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
240	org.tribuo.common.nearest.KNNTrainer<T>	KNNTrainer	low	low	low	low-medium	4.0	5.0	1.0	0.0	0.0	6.0	50.0	18.0	6.0	0.0	5.0	0.0	0.0	0.917	0.64	0.833	0.0	0.0
241	<Package>org.tribuo.common.sgd	org.tribuo.common.sgd	low	low	low-medium	low						18.0	231.0											
242	org.tribuo.common.sgd.AbstractLinearSGDModel<T>	AbstractLinearSGDModel	low-medium	low	low-medium	low	2.0	3.0	2.0	2.0	3.0	1.0	56.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	org.tribuo.common.sgd.AbstractLinearSGDTrainer<T,U>	AbstractLinearSGDTrainer	low	low	low	low	1.0	2.0	0.0	1.0	3.0	2.0	10.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0
244	org.tribuo.common.sgd.AbstractSGDModel<T>	AbstractSGDModel	low	low-medium	low	low	6.0	10.0	7.0	1.0	1.0	4.0	27.0	11.0	2.0	1.0	2.0	0.0	0.0	1.0	0.25	0.0	0.0	0.0
245	org.tribuo.common.sgd.AbstractSGDTrainer<T,U,V,X>	AbstractSGDTrainer	low	low-medium	low-medium	medium-high	6.0	9.0	1.0	0.0	1.0	9.0	136.0	26.0	8.0	0.0	9.0	0.0	0.0	0.938	0.75	1.0	0.0	0.0
246	org.tribuo.common.sgd.SGDObjective<T>	SGDObjective	low	low	low	low	2.0	1.0	0.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	<Package>org.tribuo.common.tree	org.tribuo.common.tree	low	low-medium	medium-high	low						82.0	486.0											
248	org.tribuo.common.tree.AbstractCARTTrainer<T>	AbstractCARTTrainer	low	low	low-medium	medium-high	4.0	8.0	0.0	0.0	3.0	13.0	102.0	37.0	7.0	1.0	8.0	0.0	0.0	0.825	0.732	0.867	0.0	0.0
249	org.tribuo.common.tree.AbstractTrainingNode<T>	AbstractTrainingNode	low	low	low-medium	medium-high	2.0	14.0	5.0	0.0	3.0	14.0	67.0	40.0	9.0	1.0	10.0	0.0	0.0	0.883	0.75	0.917	1.0	0.0
250	org.tribuo.common.tree.DecisionTreeTrainer<T>	DecisionTreeTrainer	low	low	low	low	0.0	3.0	0.0	1.0	1.0	3.0	4.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	org.tribuo.common.tree.ExtraTreesTrainer<T>	ExtraTreesTrainer	low	low	low	low	2.0	6.0	3.0	1.0	0.0	6.0	35.0	16.0	0.0	0.0	4.0	0.0	1.0	0.0	0.45	0.0	0.0	0.25
252	org.tribuo.common.tree.LeafNode<T>	LeafNode	low	low	low-medium	low-medium	4.0	8.0	1.0	0.0	0.0	7.0	52.0	19.0	3.0	1.0	7.0	0.0	0.0	0.625	0.643	0.619	0.0	0.0
253	org.tribuo.common.tree.Node<T>	Node	low	low	low	low	1.0	4.0	0.0	1.0	3.0	4.0	5.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0
254	org.tribuo.common.tree.RandomForestTrainer<T>	RandomForestTrainer	low	low	low	low	2.0	7.0	4.0	1.0	0.0	7.0	39.0	20.0	0.0	0.0	4.0	0.0	1.0	0.0	0.45	0.0	0.0	0.25
